country,lead_time,total_of_special_requests,agent,required_car_parking_spaces,customer_type,stays_in_weekend_nights,stays_in_week_nights,booking_changes,record_count,arrival_date_week_number,adr
SWE,178,0,251,0,Transient,0,1,0,1,37,61.65
PRT,322,1,21,0,Transient-Party,0,1,0,1,18,75.0
USA,1,1,240,0,Transient,0,1,1,1,42,66.0
PRT,2,0,None / Unknown,0,Transient,0,1,0,1,20,65.0
DEU,9,1,14,0,Transient,2,1,0,1,44,105.0
PRT,368,0,96,0,Transient,2,5,0,1,41,4.0
DEU,107,0,138,0,Transient,1,3,0,1,41,95.0
AUS,479,1,229,0,Transient-Party,0,3,0,1,32,112.67
PRT,189,0,248,0,Transient-Party,0,2,0,14,18,46.0
PRT,70,1,240,0,Transient,0,2,0,2,53,250.0
MWI,1,1,240,1,Transient,0,2,0,1,47,86.0
MAR,257,2,9,0,Transient,2,5,0,1,53,78.81
PRT,10,0,None / Unknown,0,Transient-Party,1,1,1,1,6,120.0
DEU,108,2,9,0,Transient,1,2,0,1,11,97.2
PRT,6,0,78,0,Transient,2,0,0,11,39,100.0
SWE,112,0,240,0,Transient,0,4,0,1,13,72.5
DEU,185,0,298,0,Transient-Party,1,1,1,10,17,54.5
ITA,146,0,9,0,Transient,2,4,0,1,31,135.33
NLD,261,3,9,0,Transient,0,1,0,1,32,164.6
PRT,6,0,None / Unknown,0,Transient,1,1,0,1,44,65.0
PRT,461,0,1,0,Transient,0,2,0,30,42,62.0
PRT,230,0,240,0,Transient,4,10,2,1,34,123.43
PRT,6,0,94,1,Transient-Party,0,3,1,1,10,65.0
FRA,334,3,9,1,Transient,0,5,0,1,18,132.3
ESP,210,0,9,0,Transient,1,1,0,1,34,126.0
PRT,13,0,9,0,Transient,1,1,0,1,51,88.0
FRA,44,1,9,0,Transient,2,2,0,1,11,80.74
IRL,97,1,240,0,Transient,2,5,0,1,26,122.29
ITA,33,1,9,0,Transient,2,2,0,1,1,74.8
RUS,71,1,9,0,Transient,0,2,0,1,10,78.3
ESP,2,0,280,0,Transient,0,2,0,1,32,94.0
DEU,45,1,None / Unknown,0,Transient,0,5,1,1,10,106.0
PRT,1,0,None / Unknown,0,Transient,0,1,0,1,4,35.0
ITA,172,2,9,0,Transient,1,5,0,1,28,152.1
PRT,34,0,None / Unknown,0,Transient,2,1,1,2,44,65.0
FIN,18,0,240,0,Transient,1,3,0,1,18,85.0
GBR,68,2,9,0,Transient,1,1,0,1,23,170.0
ESP,100,0,240,1,Transient,1,1,0,1,32,201.0
PRT,109,2,14,0,Transient,0,1,0,1,24,116.1
ITA,17,1,9,0,Transient,2,3,0,1,53,125.8
GBR,52,2,9,0,Transient,0,1,0,1,24,160.0
PRT,12,2,9,0,Transient,0,1,0,1,23,140.0
PRT,14,0,None / Unknown,0,Transient,0,2,1,1,44,36.0
GBR,283,0,115,0,Transient,2,8,0,1,28,117.0
FRA,10,2,9,0,Transient,0,2,0,1,39,114.0
ESP,36,0,240,0,Transient,2,4,0,1,19,65.0
DEU,149,0,22,0,Transient,2,3,0,1,35,80.75
PRT,169,2,240,0,Transient,1,4,2,1,34,234.0
PRT,1,0,None / Unknown,0,Transient-Party,0,3,1,1,9,31.67
DEU,41,0,9,0,Transient,2,3,3,1,37,208.93
ESP,1,0,None / Unknown,0,Transient,0,1,0,1,6,39.0
IRL,96,0,96,0,Transient-Party,0,4,0,1,40,76.0
GBR,376,0,40,0,Contract,4,10,0,1,39,48.75
Missing,1,0,146,0,Transient,1,1,1,1,12,29.0
DNK,9,2,9,1,Transient,0,1,1,1,26,190.0
FIN,281,0,527,0,Transient-Party,2,5,0,1,16,116.0
PRT,18,0,9,0,Transient,0,2,0,2,25,129.0
IRL,195,0,9,0,Transient,0,3,0,1,40,126.9
PRT,220,0,251,0,Transient-Party,1,0,1,1,35,128.7
LBN,3,2,9,0,Transient,1,2,0,1,35,140.0
GEO,128,1,240,0,Transient,2,3,0,2,32,239.0
CHE,36,1,241,1,Transient,2,1,0,1,45,62.83
FRA,99,1,9,1,Transient,1,3,0,1,25,162.0
AUT,79,0,9,0,Transient,2,4,1,2,25,120.6
PRT,10,0,111,0,Transient-Party,0,1,0,1,8,72.1
PRT,1,2,None / Unknown,1,Transient,0,1,2,1,1,0.0
USA,1,1,None / Unknown,0,Transient,0,2,0,1,15,85.0
HRV,4,0,None / Unknown,0,Transient,2,0,0,2,8,80.0
CHE,107,0,9,0,Transient,0,3,1,1,20,180.0
IRL,151,2,9,0,Transient,2,2,0,1,44,104.85
PRT,46,0,79,0,Transient,1,0,0,1,27,89.38
FRA,34,0,14,0,Transient,2,2,0,1,15,255.0
CN,201,2,410,0,Transient,2,2,0,1,33,104.85
FRA,90,0,9,0,Transient,2,3,0,1,20,138.6
DEU,1,0,10,0,Transient,0,2,2,1,38,93.6
PRT,42,0,241,0,Transient,0,1,1,1,13,57.75
PRT,22,0,34,0,Transient,0,2,0,13,21,140.0
ESP,7,0,9,0,Transient-Party,1,2,0,1,2,83.0
PRT,28,0,220,0,Transient-Party,1,2,1,1,53,141.67
GBR,21,0,85,0,Transient,1,2,0,1,42,107.0
CN,125,0,240,0,Transient,2,5,1,1,5,37.8
FRA,15,0,240,1,Transient,2,6,0,1,18,97.13
ARG,96,2,9,0,Transient,0,3,1,1,42,190.8
PRT,108,5,None / Unknown,0,Transient,4,7,2,1,16,85.0
PRT,31,1,7,0,Transient,1,3,0,1,40,148.69
LTU,96,0,9,0,Transient,0,3,0,1,47,90.0
FRA,76,1,9,0,Transient,1,1,0,1,28,120.0
FRA,76,0,9,0,Transient,0,3,0,1,14,126.0
DEU,275,0,9,0,Transient,3,5,0,1,42,91.69
GBR,81,1,8,0,Transient,2,2,0,1,46,146.6
ISR,111,0,37,0,Transient-Party,1,1,3,1,14,85.0
MAR,7,0,9,0,Transient,2,3,0,1,2,71.6
ARG,123,1,9,0,Transient,1,3,0,1,20,108.0
PRT,1,0,None / Unknown,0,Transient,0,2,0,1,23,120.0
BEL,1,0,None / Unknown,0,Transient,0,1,0,1,25,95.0
GBR,350,0,40,0,Transient,2,5,0,1,38,53.85
ESP,36,0,9,0,Transient,0,1,0,2,13,115.2
PRT,6,1,250,0,Transient,2,5,0,1,32,229.71
GBR,29,1,240,0,Transient,2,2,0,1,24,170.0
PRT,109,1,None / Unknown,0,Transient,1,4,0,1,29,163.8
DEU,179,1,42,0,Transient,2,5,0,1,31,80.1
ESP,14,1,83,0,Transient,1,2,0,2,44,98.67
MAR,45,0,240,0,Transient,2,4,0,1,31,378.0
ESP,9,1,240,1,Transient,0,3,0,1,13,133.0
ESP,106,0,22,0,Transient,2,1,0,1,34,141.9
ITA,186,1,9,0,Transient,0,5,1,1,30,90.95
PRT,1,1,240,0,Transient-Party,1,0,0,1,42,56.0
FRA,277,2,9,0,Transient,2,5,0,1,13,101.4
BRA,143,1,9,0,Transient,1,4,4,1,3,112.7
FRA,86,1,240,0,Transient,1,5,0,1,41,109.0
FRA,64,0,6,0,Transient,2,5,0,1,48,29.0
BRA,1,1,241,0,Transient,0,2,0,1,5,41.89
PRT,76,1,241,0,Transient,2,5,0,1,34,231.69
PRT,17,3,9,1,Transient,2,3,2,1,4,121.64
NOR,116,0,14,0,Transient,0,2,2,2,28,125.0
RUS,22,1,9,0,Transient,4,10,0,1,53,126.04
FRA,125,1,None / Unknown,0,Transient-Party,2,3,0,1,16,120.0
GBR,114,2,40,0,Contract,4,8,0,1,19,52.85
PRT,1,1,9,0,Transient,0,1,0,1,23,116.1
PRT,405,0,6,0,Transient-Party,0,2,0,1,27,114.4
PRT,155,0,None / Unknown,1,Transient,0,1,0,1,44,42.0
Missing,1,0,240,0,Transient,0,1,0,1,44,39.0
NLD,16,1,7,0,Transient,1,3,0,1,18,144.4
GBR,42,0,9,0,Transient,0,3,0,1,36,157.5
PRT,2,1,330,0,Group,0,1,0,1,51,34.0
MOZ,144,1,9,0,Transient,2,6,0,1,30,175.5
PRT,1,0,None / Unknown,0,Transient,0,1,0,1,15,56.0
AUS,504,1,229,0,Transient-Party,2,4,1,1,32,101.33
GBR,107,1,40,0,Contract,2,6,0,1,32,136.35
DEU,88,2,9,0,Transient-Party,0,3,0,1,14,130.5
PRT,5,0,7,0,Transient,0,1,0,1,18,130.13
FRA,85,1,7,0,Transient,1,4,0,2,29,91.48
GBR,10,1,9,0,Transient,1,1,0,1,24,160.0
BRA,66,1,241,1,Transient,2,5,0,1,14,73.22
ITA,203,0,9,0,Transient,0,3,0,2,50,112.5
ESP,3,1,14,1,Transient,0,3,0,1,13,244.67
MAR,1,1,306,0,Group,1,1,0,1,2,32.3
FRA,98,2,9,0,Transient,2,1,0,1,9,97.2
FRA,31,2,14,0,Transient,2,1,0,1,24,120.0
IRL,213,1,8,0,Transient,2,5,1,1,18,43.2
ESP,8,0,195,0,Transient,0,1,0,1,26,170.0
PRT,87,0,1,0,Transient,2,2,0,49,15,95.0
BRA,184,0,83,0,Transient,2,3,2,3,13,70.72
PRT,295,0,1,0,Transient,0,2,0,30,18,62.0
CN,6,2,9,0,Transient,0,5,1,1,24,213.0
DEU,122,1,16,0,Transient,1,2,0,1,22,109.0
NLD,50,2,241,0,Transient,2,6,0,1,30,98.75
PRT,24,1,242,0,Transient,0,3,0,1,28,123.0
GBR,80,2,9,0,Transient,1,1,0,1,35,131.4
PRT,1,1,240,0,Transient,0,1,0,1,9,43.0
TUN,1,1,None / Unknown,0,Transient,2,5,0,1,33,75.0
GBR,203,0,None / Unknown,1,Transient-Party,2,5,2,1,21,81.71
SWE,40,0,9,0,Transient,0,3,0,1,27,117.9
FRA,34,0,28,0,Transient,0,3,0,1,44,100.0
POL,214,0,9,0,Transient,2,4,0,1,33,126.6
PRT,2,1,240,0,Transient,1,1,0,1,6,39.0
PRT,10,1,242,0,Transient,1,2,0,1,52,55.57
CHN,1,1,240,0,Transient-Party,1,0,0,1,17,80.0
PRT,155,0,None / Unknown,0,Transient,1,1,1,1,44,36.0
ITA,110,0,9,0,Transient,1,2,0,1,22,126.0
ITA,72,2,9,0,Transient,1,5,0,1,7,74.8
ESP,155,2,9,0,Transient,1,3,0,2,16,117.0
ESP,23,0,240,0,Transient,0,2,0,1,29,201.0
SWE,282,0,21,0,Transient-Party,2,1,0,3,41,76.67
DEU,39,1,7,0,Transient,0,1,0,1,33,223.76
NLD,27,1,7,0,Transient,1,3,2,1,25,104.72
FRA,27,0,127,1,Transient,1,3,0,1,14,67.0
DEU,204,3,240,1,Transient,0,2,0,1,32,202.0
FRA,195,1,240,1,Transient,2,5,0,1,30,134.86
IRL,12,2,250,0,Transient,1,1,0,1,26,145.0
BRA,146,1,52,0,Transient,2,2,0,2,31,80.1
DEU,6,0,250,1,Transient,0,2,0,1,27,120.0
PRT,35,0,157,0,Transient,1,3,0,1,37,118.8
PRT,289,1,241,0,Transient,2,8,0,1,25,77.61
AUS,248,0,9,0,Transient,3,5,0,1,44,80.75
ITA,86,0,9,0,Transient,0,2,0,1,17,99.0
ITA,28,2,9,0,Transient,2,1,0,1,21,190.0
FRA,108,1,14,0,Transient,1,2,0,1,17,108.0
BEL,35,1,9,0,Transient,0,3,0,1,15,131.4
DEU,116,1,177,0,Transient,6,15,1,1,46,48.4
FRA,15,0,14,0,Transient,1,1,0,1,6,79.0
PRT,192,0,6,0,Transient-Party,2,3,1,1,39,86.0
FRA,123,0,9,0,Transient,0,2,0,1,13,89.1
PRT,1,0,250,0,Transient,0,1,0,1,8,68.0
PRT,112,0,None / Unknown,0,Transient,1,1,0,1,40,139.8
PER,31,1,9,0,Transient,0,4,0,1,21,190.0
PRT,147,0,9,0,Contract,1,5,0,1,16,90.95
SWE,118,0,191,0,Transient-Party,1,3,1,1,24,110.0
PRT,1,0,None / Unknown,0,Transient,0,0,2,1,7,0.0
FRA,58,0,242,1,Transient,0,3,1,1,33,242.67
ROU,192,0,34,0,Transient-Party,0,2,0,1,26,95.0
NLD,57,1,240,0,Transient,0,3,0,7,48,36.0
GBR,16,0,36,0,Transient,1,1,0,1,51,31.2
IRL,4,2,241,0,Transient,1,0,0,1,32,143.34
ESP,3,0,15,0,Transient,0,1,0,1,15,76.0
PRT,98,0,32,0,Contract,1,2,0,1,41,85.0
NLD,32,0,9,0,Transient,0,1,0,1,23,120.0
PRT,1,0,None / Unknown,0,Transient,0,1,0,1,50,38.0
PRT,26,0,15,0,Transient,0,4,0,1,18,78.2
GBR,121,1,241,0,Transient,4,8,0,1,19,48.06
PRT,132,0,250,0,Transient,2,5,1,1,32,194.0
PRT,1,1,9,0,Transient,0,1,0,1,28,150.0
PRT,116,2,5,1,Transient,2,5,0,1,32,133.5
PRT,47,0,14,0,Transient,2,2,0,1,51,71.5
CN,124,2,241,0,Transient,2,1,0,1,29,174.0
PRT,1,1,240,0,Transient,0,1,0,1,5,43.0
FRA,10,1,9,0,Transient,1,2,0,1,21,163.33
PRT,248,1,240,0,Transient,2,5,0,1,39,85.5
PRT,216,1,240,0,Transient,1,3,0,1,30,194.0
USA,22,0,9,0,Transient,1,1,0,1,18,172.0
DEU,41,0,None / Unknown,0,Transient-Party,0,1,0,1,17,110.0
PRT,1,0,None / Unknown,0,Transient,0,1,1,1,9,60.0
ESP,83,1,9,0,Transient,1,2,0,1,53,111.6
NLD,18,1,9,0,Transient,2,2,0,1,24,139.0
GBR,112,1,171,0,Transient,2,3,0,1,11,47.0
PRT,84,1,7,0,Transient,2,1,0,1,15,119.82
PRT,177,0,11,0,Transient,1,2,0,1,30,77.03
ESP,200,1,9,0,Transient,0,4,1,1,35,187.5
PRT,1,1,None / Unknown,0,Transient,0,1,0,1,30,0.0
PRT,126,1,240,0,Transient-Party,2,5,0,1,34,199.0
PRT,78,2,14,0,Transient,0,3,1,1,53,72.2
PRT,50,0,250,0,Transient,0,3,1,1,22,150.0
PRT,12,2,9,0,Transient,0,1,0,1,36,119.0
IRL,92,2,240,0,Transient,2,5,0,1,38,99.0
NLD,116,1,9,0,Transient,0,1,1,1,31,137.7
FRA,29,0,28,0,Transient,2,2,0,1,11,68.0
FRA,142,1,7,0,Transient,1,4,0,1,23,83.78
IRL,28,0,28,0,Transient,0,3,0,1,23,89.0
PRT,1,0,103,0,Transient,0,1,0,1,14,157.5
PRT,36,0,83,0,Transient,2,0,0,1,22,92.88
GBR,18,1,7,0,Transient,2,2,0,1,21,126.0
CHE,84,0,9,0,Transient,0,3,0,1,33,200.0
DEU,5,1,240,0,Transient,0,1,0,1,20,85.0
Missing,266,0,201,0,Transient-Party,2,4,0,1,39,35.67
ITA,109,0,9,0,Transient,0,4,0,3,35,152.1
ESP,3,2,9,1,Transient,0,2,0,1,53,131.0
FRA,52,0,83,0,Transient,1,1,0,1,45,77.76
GBR,175,0,40,0,Contract,2,5,0,1,17,42.66
PRT,13,0,None / Unknown,0,Transient,2,4,0,1,34,236.0
BRA,3,1,9,0,Transient,1,1,0,1,11,106.0
DEU,43,0,9,0,Transient,1,3,0,1,1,74.8
PRT,1,0,None / Unknown,0,Transient,0,1,1,1,6,55.0
CHN,1,1,240,0,Transient-Party,0,1,0,2,20,109.0
PRT,27,0,240,0,Transient,0,2,0,1,18,65.0
PRT,12,0,3,0,Transient-Party,1,0,0,1,41,72.0
PRT,5,0,1,0,Transient,1,3,0,1,49,25.0
BEL,92,3,9,0,Transient,0,3,0,2,10,97.2
FRA,4,0,9,0,Transient,2,2,0,1,49,93.8
ESP,85,0,240,0,Transient,2,3,0,1,33,263.0
ESP,4,0,9,0,Transient,0,1,0,1,50,88.0
ITA,1,1,9,0,Transient,2,5,0,1,50,90.1
ESP,82,2,240,1,Transient,2,3,0,1,32,209.4
PRT,2,1,None / Unknown,0,Transient-Party,0,1,1,1,11,40.0
DEU,125,1,27,0,Transient,1,3,0,2,24,89.1
PRT,1,0,None / Unknown,1,Transient,0,1,0,1,44,48.0
PRT,168,0,245,0,Transient,0,2,0,25,16,86.0
PRT,133,0,83,0,Transient,1,2,0,1,34,86.36
BRA,8,1,9,0,Transient,1,3,0,1,3,79.05
GBR,353,1,6,0,Transient,2,5,0,1,21,121.0
USA,95,1,98,0,Transient-Party,2,5,1,1,33,125.0
PRT,1,2,None / Unknown,0,Transient,1,1,0,1,37,133.5
GBR,34,0,250,0,Transient,2,5,0,1,38,90.43
ISR,5,0,9,0,Transient,2,2,1,1,45,105.0
GBR,4,0,138,0,Transient,0,1,0,1,21,107.0
IRL,342,0,201,0,Transient-Party,2,4,1,1,40,38.0
BEL,27,0,14,0,Transient,2,2,0,1,9,77.0
PRT,1,1,None / Unknown,1,Transient,0,3,1,1,9,32.0
NLD,2,1,7,0,Transient,1,2,0,1,41,133.47
ESP,16,0,1,0,Transient-Party,2,2,1,1,32,60.0
NLD,3,1,240,1,Transient,2,2,0,1,46,64.0
FIN,6,1,242,0,Transient,0,3,0,1,45,61.19
PRT,95,0,None / Unknown,0,Transient,2,5,0,1,33,190.0
DEU,121,1,9,1,Transient,0,1,0,1,21,103.5
PRT,1,0,None / Unknown,0,Transient,0,1,0,1,9,45.0
ITA,224,1,9,0,Transient,2,3,1,1,35,90.95
PRT,24,2,240,0,Transient,0,5,0,1,34,236.0
PRT,4,0,14,0,Transient,0,1,1,1,2,187.0
GBR,269,2,240,0,Transient,0,2,3,1,24,107.1
PRT,156,2,250,0,Transient,0,4,1,1,33,193.5
PRT,1,0,28,0,Transient,2,2,0,1,22,99.0
ESP,10,0,83,0,Transient,2,1,0,1,33,120.8
GBR,221,0,314,0,Transient,2,5,0,1,25,53.12
GBR,154,2,None / Unknown,0,Transient,0,2,0,2,16,135.0
GBR,228,1,7,0,Transient,2,3,0,1,27,77.23
DEU,222,1,9,0,Transient-Party,2,1,0,2,36,99.6
GBR,132,0,240,0,Transient,0,1,0,1,33,224.0
ESP,260,0,9,0,Transient,1,3,0,1,53,73.95
PRT,63,1,250,0,Transient,4,10,0,1,5,39.84
PRT,117,1,240,1,Transient,1,3,0,1,40,150.0
PRT,5,0,None / Unknown,1,Transient-Party,1,3,0,1,2,68.0
FRA,37,0,250,1,Transient,0,2,2,1,14,147.0
PRT,4,1,240,0,Transient,0,1,0,1,43,77.0
ESP,139,0,250,1,Transient,1,4,0,1,27,153.42
PRT,309,0,3,0,Transient-Party,1,2,0,1,20,65.0
ESP,12,2,None / Unknown,0,Transient,0,2,0,2,34,92.5
FRA,41,0,28,0,Transient,2,2,0,1,49,68.0
FRA,4,0,14,0,Transient,0,2,1,1,5,88.0
BRA,253,1,9,0,Transient,2,6,0,1,30,99.9
PRT,1,1,None / Unknown,0,Transient-Party,0,1,0,1,11,65.0
FRA,122,2,240,0,Transient,0,4,3,1,53,74.75
ITA,220,0,9,0,Transient,2,2,0,1,34,108.45
PRT,72,1,9,0,Contract,0,4,0,1,53,110.8
PRT,1,0,None / Unknown,0,Transient,0,1,0,2,33,75.0
FRA,372,0,9,0,Transient,0,3,0,1,53,93.3
BLR,99,0,250,0,Transient,2,2,0,1,52,32.0
FRA,41,0,363,0,Transient,6,15,1,1,9,79.0
USA,68,0,None / Unknown,0,Transient-Party,2,1,1,1,20,110.0
USA,55,1,9,0,Transient,1,2,0,1,50,79.2
FIN,81,0,7,0,Transient,2,4,0,1,36,106.95
USA,113,1,241,0,Transient,0,2,0,1,18,78.31
FRA,79,1,8,0,Transient,0,5,1,1,24,132.6
ESP,23,1,240,0,Transient,1,2,0,2,33,219.0
PRT,179,0,10,0,Transient,1,0,0,1,39,93.5
BRA,29,1,7,0,Transient,0,1,0,2,34,111.2
GBR,19,0,9,0,Transient,1,3,0,1,20,170.0
FRA,11,0,14,0,Transient,0,1,0,1,18,150.0
GBR,260,0,9,0,Transient-Party,0,3,0,5,39,113.4
NLD,118,1,None / Unknown,0,Transient-Party,2,5,0,1,44,111.2
PRT,5,0,None / Unknown,0,Transient,0,1,0,3,39,65.0
GBR,22,1,7,0,Transient,0,3,0,1,46,118.07
GBR,42,2,240,0,Transient,2,2,0,1,44,88.0
PRT,1,0,None / Unknown,0,Transient,1,4,1,1,9,35.0
PRT,43,1,8,0,Transient,2,2,0,1,6,98.6
FRA,21,1,9,0,Transient,0,1,0,1,29,138.0
ESP,214,2,14,1,Transient-Party,1,4,0,1,27,98.1
NLD,15,1,14,0,Transient,0,1,0,2,29,145.0
DEU,49,1,7,0,Transient,1,3,0,1,11,65.49
FRA,32,1,9,0,Transient,0,2,0,1,34,129.5
BRA,1,0,9,0,Transient,0,1,0,1,21,197.0
PRT,142,1,250,0,Transient,1,4,3,1,31,309.1
BEL,258,0,9,0,Transient,2,0,0,1,32,89.1
PRT,8,0,10,0,Transient,0,2,1,1,46,76.5
SWE,118,0,9,0,Transient,1,3,0,1,18,108.0
PRT,15,1,None / Unknown,0,Transient,1,1,0,1,35,75.0
NLD,162,1,9,0,Transient-Party,1,3,0,1,34,105.83
PRT,11,2,250,0,Transient,0,1,0,1,9,75.0
DEU,45,1,9,0,Transient,2,4,0,1,24,136.67
PRT,1,0,9,1,Transient,0,1,0,1,24,130.0
HUN,42,1,None / Unknown,0,Transient-Party,0,3,0,2,12,71.1
GBR,44,1,241,0,Transient,0,2,0,1,29,144.4
FRA,201,0,27,0,Transient,2,3,0,1,32,82.45
DEU,11,2,9,0,Contract,0,1,0,2,41,155.0
FRA,144,0,9,0,Transient,2,5,0,1,33,140.76
GBR,214,0,40,0,Contract,2,5,0,1,40,84.95
IRL,4,1,9,0,Transient,0,2,0,1,13,89.0
BEL,18,1,9,0,Transient,2,2,0,2,1,111.78
GBR,85,0,40,0,Contract,2,5,0,2,23,56.7
PRT,3,2,240,0,Transient,1,0,0,1,46,70.0
FRA,48,0,9,0,Transient,2,5,0,1,35,127.03
PRT,3,0,240,0,Transient,1,2,0,1,13,86.0
USA,102,0,9,0,Transient,0,1,0,1,23,140.4
BEL,3,0,28,0,Transient,2,2,0,1,14,55.0
PRT,233,0,5,0,Transient,2,5,0,1,34,165.6
GBR,19,1,171,0,Transient,0,3,0,1,6,50.0
PRT,72,0,1,0,Transient,2,0,0,17,53,90.0
IRL,160,2,9,0,Transient,2,2,0,1,44,125.1
PRT,338,2,250,0,Transient,2,8,0,1,32,231.6
GBR,26,1,240,0,Transient,1,3,1,1,11,68.0
GBR,259,2,143,0,Transient,2,5,4,1,33,142.68
BEL,43,0,479,0,Group,2,5,1,1,30,165.0
PRT,117,2,240,0,Transient,0,2,0,1,34,120.6
ESP,11,2,9,0,Transient,2,5,0,1,3,147.9
FRA,168,2,9,0,Transient,2,2,0,1,34,112.5
SAU,3,0,9,0,Transient,2,8,0,1,15,199.4
COL,1,1,9,0,Transient-Party,0,1,0,1,26,117.0
DEU,7,1,9,0,Transient,2,3,0,1,50,88.4
ISR,4,1,9,0,Transient,1,3,0,1,23,128.59
DEU,192,1,9,0,Transient,2,1,0,1,33,137.7
FRA,1,1,9,0,Transient,2,2,0,1,24,131.0
PRT,146,2,240,1,Transient-Party,2,2,0,1,19,60.2
IRL,22,1,None / Unknown,0,Transient,1,2,1,1,31,140.8
GBR,161,1,9,0,Transient,2,3,0,1,25,127.8
ITA,20,1,9,0,Transient,1,2,0,1,5,99.0
PRT,24,0,None / Unknown,1,Transient,0,2,0,1,7,59.0
PRT,4,0,14,1,Transient,0,1,0,1,16,166.5
PRT,11,2,9,0,Transient,2,2,0,1,49,89.89
FRA,189,0,248,0,Transient-Party,0,2,0,1,18,46.0
PRT,16,1,None / Unknown,0,Transient,0,3,1,1,28,192.38
PRT,8,1,7,0,Transient,0,1,0,1,44,84.7
PRT,32,2,None / Unknown,1,Transient,2,4,1,1,37,129.5
PRT,167,1,96,0,Transient-Party,2,2,1,1,32,100.8
ITA,233,1,1,0,Transient-Party,1,1,0,6,36,96.0
PRT,203,1,9,0,Transient,0,0,1,1,6,0.0
PRT,1,2,None / Unknown,0,Transient,1,1,1,1,13,0.0
PRT,1,0,None / Unknown,0,Transient,0,1,0,1,37,131.0
CHE,170,1,240,0,Transient,2,3,0,1,30,180.0
USA,274,1,9,0,Transient,0,2,0,1,40,115.2
PRT,9,0,249,0,Transient-Party,0,2,3,1,20,0.0
ITA,12,0,9,0,Transient,0,4,0,1,2,67.58
ARG,61,0,66,0,Transient,4,13,0,1,34,102.0
USA,120,0,42,0,Transient,2,3,0,1,31,80.1
BEL,4,0,240,1,Transient,2,1,0,1,12,99.0
PRT,58,2,9,0,Transient,0,2,0,1,24,138.6
ESP,10,1,9,0,Transient,1,1,0,1,3,185.0
FRA,47,2,9,0,Transient,0,1,1,1,52,87.0
ESP,7,1,9,0,Transient,1,3,0,1,14,109.0
PRT,208,0,30,0,Transient-Party,0,1,0,1,31,125.0
ESP,47,0,9,0,Transient,1,1,0,1,33,207.9
ESP,14,0,None / Unknown,0,Transient,1,0,0,1,41,95.0
PRT,37,1,57,0,Transient,2,5,0,1,8,34.0
PRT,75,0,None / Unknown,0,Transient-Party,0,1,0,1,25,65.0
DEU,25,1,240,1,Transient,0,2,1,1,13,72.0
ESP,68,0,9,0,Transient,2,3,0,1,17,109.65
PRT,1,1,None / Unknown,0,Transient,0,1,0,1,6,43.0
DNK,58,3,9,0,Transient,0,3,0,1,15,126.0
ESP,26,0,None / Unknown,0,Transient-Party,0,2,3,1,47,77.0
IRL,247,0,250,0,Transient,2,5,0,1,23,113.52
GBR,152,0,None / Unknown,1,Transient-Party,1,4,5,1,14,67.0
ESP,1,0,6,0,Transient,0,1,0,1,3,34.0
PRT,83,1,240,0,Transient,2,1,0,1,10,62.53
ESP,151,2,9,0,Transient,2,7,0,1,27,167.45
PRT,1,1,None / Unknown,0,Transient,0,1,0,1,29,65.0
ARG,26,1,240,0,Transient,2,1,0,1,23,140.0
GBR,312,1,243,0,Contract,4,10,1,1,27,131.06
GBR,35,1,22,0,Transient,0,2,1,1,10,110.0
PRT,1,0,None / Unknown,0,Transient,0,2,0,1,49,0.0
ITA,142,0,9,0,Transient,1,3,1,1,48,85.0
PRT,6,0,6,0,Transient-Party,0,1,0,2,50,0.0
NLD,8,1,9,1,Contract,0,2,0,1,43,205.0
GBR,152,1,None / Unknown,0,Transient-Party,2,4,1,1,14,60.0
GBR,281,1,9,0,Transient,1,2,0,1,26,117.0
ISR,42,1,9,1,Transient,0,2,0,1,40,158.4
GBR,67,1,147,0,Transient,2,5,0,2,31,209.17
IND,81,1,9,0,Transient,2,1,0,1,15,76.5
PRT,6,0,None / Unknown,0,Transient-Party,0,1,0,1,49,65.0
DEU,131,0,85,0,Transient,2,3,0,1,35,89.1
PRT,277,2,None / Unknown,0,Transient,2,5,0,1,34,182.06
ESP,227,1,240,0,Transient,1,1,0,1,26,180.0
ESP,1,1,240,0,Transient,1,0,0,1,19,135.0
GBR,137,0,40,0,Contract,4,6,0,1,34,118.5
NLD,27,1,9,0,Transient,0,3,0,1,14,190.0
BEL,230,1,None / Unknown,1,Transient,0,1,0,1,42,68.5
GBR,60,3,9,0,Transient,2,2,2,1,10,108.8
SWE,40,0,171,0,Transient,2,5,1,1,46,30.6
ESP,135,0,42,0,Transient,1,2,0,1,33,80.1
FRA,28,0,28,0,Contract,0,3,1,1,10,68.0
PRT,4,1,240,0,Transient,0,2,0,1,2,48.0
CZE,51,1,9,0,Transient,0,1,0,1,37,87.3
GBR,162,1,241,0,Transient,2,3,0,1,24,86.7
ROU,28,0,240,0,Transient,1,2,0,2,11,105.0
FRA,8,1,9,0,Transient,0,3,0,1,34,124.67
ITA,8,1,6,0,Transient,2,1,0,1,24,129.0
ITA,2,0,17,0,Transient-Party,2,1,0,1,33,68.5
BEL,306,0,14,0,Transient-Party,1,3,1,1,32,122.9
DEU,197,0,298,0,Transient-Party,1,1,1,14,18,54.5
GBR,51,2,9,0,Transient,2,4,0,1,32,140.0
USA,71,2,9,0,Transient,1,2,0,1,16,171.0
BRA,96,0,14,0,Transient,4,8,0,1,48,79.2
